Time,,Page load time
2018/12/25 06:00:00,PST,389.0
2018/12/25 06:44:00,PST,321.0
2018/12/25 07:28:00,PST,354.0
2018/12/25 08:12:00,PST,396.0
2018/12/25 08:56:00,PST,276.0
2018/12/25 09:40:00,PST,485.0
2018/12/25 10:24:00,PST,342.0
2018/12/25 11:08:00,PST,335.0
2018/12/25 11:52:00,PST,340.0
2018/12/25 12:36:00,PST,290.0
2018/12/25 13:20:00,PST,270.0
2018/12/25 14:04:00,PST,542.0
2018/12/25 14:48:00,PST,637.0
2018/12/25 15:32:00,PST,364.0
2018/12/25 16:16:00,PST,346.0
2018/12/25 17:00:00,PST,354.0
2018/12/25 17:44:00,PST,477.0
2018/12/25 18:28:00,PST,329.0
2018/12/25 19:12:00,PST,971.0
2018/12/25 19:56:00,PST,331.0
2018/12/25 20:40:00,PST,336.0
2018/12/25 21:24:00,PST,481.0
2018/12/25 22:08:00,PST,341.0
2018/12/25 22:52:00,PST,323.0
2018/12/25 23:36:00,PST,1269.0
2018/12/26 00:20:00,PST,400.0
2018/12/26 01:04:00,PST,651.0
2018/12/26 01:48:00,PST,349.0
2018/12/26 02:32:00,PST,314.0
2018/12/26 03:16:00,PST,320.0
2018/12/26 04:00:00,PST,352.0
2018/12/26 04:44:00,PST,445.0
2018/12/26 05:28:00,PST,335.0
2018/12/26 06:12:00,PST,424.0
2018/12/26 06:56:00,PST,339.0
2018/12/26 07:40:00,PST,286.0
2018/12/26 08:24:00,PST,409.0
2018/12/26 09:08:00,PST,295.0
2018/12/26 09:52:00,PST,346.0
2018/12/26 10:36:00,PST,406.0
2018/12/26 11:20:00,PST,350.0
2018/12/26 12:04:00,PST,325.0
2018/12/26 12:48:00,PST,893.0
2018/12/26 13:32:00,PST,310.0
2018/12/26 14:16:00,PST,500.0
2018/12/26 15:00:00,PST,310.0
2018/12/26 15:44:00,PST,335.0
2018/12/26 16:28:00,PST,311.0
2018/12/26 17:12:00,PST,349.0
2018/12/26 17:56:00,PST,618.0
2018/12/26 18:40:00,PST,484.0
2018/12/26 19:24:00,PST,287.0
2018/12/26 20:08:00,PST,705.0
2018/12/26 20:52:00,PST,290.0
2018/12/26 21:36:00,PST,551.0
2018/12/26 22:20:00,PST,358.0
2018/12/26 23:04:00,PST,343.0
2018/12/26 23:48:00,PST,414.0
2018/12/27 00:32:00,PST,348.0
2018/12/27 01:16:00,PST,462.0
2018/12/27 02:00:00,PST,329.0
2018/12/27 02:44:00,PST,418.0
2018/12/27 03:28:00,PST,1251.0
2018/12/27 04:12:00,PST,325.0
2018/12/27 04:56:00,PST,493.0
2018/12/27 05:40:00,PST,338.0
2018/12/27 06:24:00,PST,359.0
2018/12/27 07:08:00,PST,305.0
2018/12/27 07:52:00,PST,348.0
2018/12/27 08:36:00,PST,543.0
2018/12/27 09:20:00,PST,331.0
2018/12/27 10:04:00,PST,323.0
2018/12/27 10:48:00,PST,336.0
2018/12/27 11:32:00,PST,560.0
2018/12/27 12:16:00,PST,352.0
2018/12/27 13:00:00,PST,490.0
2018/12/27 13:44:00,PST,413.0
2018/12/27 14:28:00,PST,472.0
2018/12/27 15:12:00,PST,425.0
2018/12/27 15:56:00,PST,432.0
2018/12/27 16:40:00,PST,490.0
2018/12/27 17:24:00,PST,721.0
2018/12/27 18:08:00,PST,317.0
2018/12/27 18:52:00,PST,349.0
2018/12/27 19:36:00,PST,429.0
2018/12/27 20:20:00,PST,477.0
2018/12/27 21:04:00,PST,366.0
2018/12/27 21:48:00,PST,382.0
2018/12/27 22:32:00,PST,369.0
2018/12/27 23:16:00,PST,380.0
2018/12/28 00:00:00,PST,395.0
2018/12/28 00:44:00,PST,323.0
2018/12/28 01:28:00,PST,281.0
2018/12/28 02:12:00,PST,349.0
2018/12/28 02:56:00,PST,343.0
2018/12/28 03:40:00,PST,391.0
2018/12/28 04:24:00,PST,363.0
2018/12/28 05:08:00,PST,327.0
2018/12/28 05:52:00,PST,446.0
2018/12/28 06:36:00,PST,503.0
2018/12/28 07:20:00,PST,325.0
2018/12/28 08:04:00,PST,445.0
2018/12/28 08:48:00,PST,368.0
2018/12/28 09:32:00,PST,377.0
2018/12/28 10:16:00,PST,418.0
2018/12/28 11:00:00,PST,366.0
2018/12/28 11:44:00,PST,356.0
2018/12/28 12:28:00,PST,727.0
2018/12/28 13:12:00,PST,453.0
2018/12/28 13:56:00,PST,498.0
2018/12/28 14:40:00,PST,365.0
2018/12/28 15:24:00,PST,1286.0
2018/12/28 16:08:00,PST,423.0
2018/12/28 16:52:00,PST,328.0
2018/12/28 17:36:00,PST,1462.0
2018/12/28 18:20:00,PST,277.0
2018/12/28 19:04:00,PST,329.0
2018/12/28 19:48:00,PST,327.0
2018/12/28 20:32:00,PST,383.0
2018/12/28 21:16:00,PST,486.0
2018/12/28 22:00:00,PST,278.0
2018/12/28 22:44:00,PST,424.0
2018/12/28 23:28:00,PST,1236.0
2018/12/29 00:12:00,PST,393.0
2018/12/29 00:56:00,PST,384.0
2018/12/29 01:40:00,PST,452.0
2018/12/29 02:24:00,PST,402.0
2018/12/29 03:08:00,PST,287.0
2018/12/29 03:52:00,PST,401.0
2018/12/29 04:36:00,PST,497.0
2018/12/29 05:20:00,PST,879.0
2018/12/29 06:04:00,PST,309.0
2018/12/29 06:48:00,PST,375.0
2018/12/29 07:32:00,PST,1347.0
2018/12/29 08:16:00,PST,252.0
2018/12/29 09:00:00,PST,356.0
2018/12/29 09:44:00,PST,375.0
2018/12/29 10:28:00,PST,376.0
2018/12/29 11:12:00,PST,602.0
2018/12/29 11:56:00,PST,398.0
2018/12/29 12:40:00,PST,323.0
2018/12/29 13:24:00,PST,515.0
2018/12/29 14:08:00,PST,270.0
2018/12/29 14:52:00,PST,508.0
2018/12/29 15:36:00,PST,310.0
2018/12/29 16:20:00,PST,311.0
2018/12/29 17:04:00,PST,410.0
2018/12/29 17:48:00,PST,326.0
2018/12/29 18:32:00,PST,561.0
2018/12/29 19:16:00,PST,388.0
2018/12/29 20:00:00,PST,300.0
2018/12/29 20:44:00,PST,323.0
2018/12/29 21:28:00,PST,383.0
2018/12/29 22:12:00,PST,537.0
2018/12/29 22:56:00,PST,333.0
2018/12/29 23:40:00,PST,351.0
2018/12/30 00:24:00,PST,372.0
2018/12/30 01:08:00,PST,664.0
2018/12/30 01:52:00,PST,425.0
2018/12/30 02:36:00,PST,283.0
2018/12/30 03:20:00,PST,618.0
2018/12/30 04:04:00,PST,344.0
2018/12/30 04:48:00,PST,519.0
2018/12/30 05:32:00,PST,296.0
2018/12/30 06:16:00,PST,341.0
2018/12/30 07:00:00,PST,372.0
2018/12/30 07:44:00,PST,381.0
2018/12/30 08:28:00,PST,522.0
2018/12/30 09:12:00,PST,325.0
2018/12/30 09:56:00,PST,253.0
2018/12/30 10:40:00,PST,333.0
2018/12/30 11:24:00,PST,277.0
2018/12/30 12:08:00,PST,486.0
2018/12/30 12:52:00,PST,321.0
2018/12/30 13:36:00,PST,287.0
2018/12/30 14:20:00,PST,368.0
2018/12/30 15:04:00,PST,602.0
2018/12/30 15:48:00,PST,367.0
2018/12/30 16:32:00,PST,369.0
2018/12/30 17:16:00,PST,307.0
2018/12/30 18:00:00,PST,340.0
2018/12/30 18:44:00,PST,673.0
2018/12/30 19:28:00,PST,327.0
2018/12/30 20:12:00,PST,322.0
2018/12/30 20:56:00,PST,347.0
2018/12/30 21:40:00,PST,351.0
2018/12/30 22:24:00,PST,583.0
2018/12/30 23:08:00,PST,425.0
2018/12/30 23:52:00,PST,325.0
2018/12/31 00:36:00,PST,305.0
2018/12/31 01:20:00,PST,469.0
2018/12/31 02:04:00,PST,400.0
2018/12/31 02:48:00,PST,382.0
2018/12/31 03:32:00,PST,314.0
2018/12/31 04:16:00,PST,281.0
2018/12/31 05:00:00,PST,341.0
2018/12/31 05:44:00,PST,997.0
2018/12/31 06:28:00,PST,1238.0
2018/12/31 07:12:00,PST,396.0
2018/12/31 07:56:00,PST,288.0
2018/12/31 08:40:00,PST,312.0
2018/12/31 09:24:00,PST,497.0
2018/12/31 10:08:00,PST,387.0
2018/12/31 10:52:00,PST,322.0
2018/12/31 11:36:00,PST,339.0
2018/12/31 12:20:00,PST,281.0
2018/12/31 13:04:00,PST,547.0
2018/12/31 13:48:00,PST,298.0
2018/12/31 14:32:00,PST,390.0
2018/12/31 15:16:00,PST,343.0
2018/12/31 16:00:00,PST,665.0
2018/12/31 16:44:00,PST,346.0
2018/12/31 17:28:00,PST,355.0
2018/12/31 18:12:00,PST,472.0
2018/12/31 18:56:00,PST,419.0
2018/12/31 19:40:00,PST,525.0
2018/12/31 20:24:00,PST,363.0
2018/12/31 21:08:00,PST,343.0
2018/12/31 21:52:00,PST,326.0
2018/12/31 22:36:00,PST,532.0
2018/12/31 23:20:00,PST,557.0
2019/01/01 00:04:00,PST,332.0
2019/01/01 00:48:00,PST,334.0
2019/01/01 01:32:00,PST,355.0
2019/01/01 02:16:00,PST,390.0
2019/01/01 03:00:00,PST,548.0
2019/01/01 03:44:00,PST,344.0
2019/01/01 04:28:00,PST,333.0
2019/01/01 05:12:00,PST,359.0
2019/01/01 05:56:00,PST,536.0
2019/01/01 06:40:00,PST,365.0
2019/01/01 07:24:00,PST,409.0
2019/01/01 08:08:00,PST,380.0
2019/01/01 08:52:00,PST,382.0
2019/01/01 09:36:00,PST,579.0
2019/01/01 10:20:00,PST,366.0
2019/01/01 11:04:00,PST,421.0
2019/01/01 11:48:00,PST,428.0
2019/01/01 12:32:00,PST,356.0
2019/01/01 13:16:00,PST,430.0
2019/01/01 14:00:00,PST,347.0
2019/01/01 14:44:00,PST,320.0
2019/01/01 15:28:00,PST,431.0
2019/01/01 16:12:00,PST,338.0
2019/01/01 16:56:00,PST,367.0
2019/01/01 17:40:00,PST,381.0
2019/01/01 18:24:00,PST,420.0
2019/01/01 19:08:00,PST,483.0
2019/01/01 19:52:00,PST,320.0
2019/01/01 20:36:00,PST,491.0
2019/01/01 21:20:00,PST,322.0
2019/01/01 22:04:00,PST,444.0
2019/01/01 22:48:00,PST,541.0
2019/01/01 23:32:00,PST,440.0
2019/01/02 00:16:00,PST,313.0
2019/01/02 01:00:00,PST,309.0
2019/01/02 01:44:00,PST,316.0
2019/01/02 02:28:00,PST,524.0
2019/01/02 03:12:00,PST,340.0
2019/01/02 03:56:00,PST,405.0
2019/01/02 04:40:00,PST,311.0
2019/01/02 05:24:00,PST,322.0
2019/01/02 06:08:00,PST,666.0
2019/01/02 06:52:00,PST,351.0
2019/01/02 07:36:00,PST,408.0
2019/01/02 08:20:00,PST,349.0
2019/01/02 09:04:00,PST,358.0
2019/01/02 09:48:00,PST,402.0
2019/01/02 10:32:00,PST,322.0
2019/01/02 11:16:00,PST,317.0
2019/01/02 12:00:00,PST,301.0
2019/01/02 12:44:00,PST,461.0
2019/01/02 13:28:00,PST,384.0
2019/01/02 14:12:00,PST,355.0
2019/01/02 14:56:00,PST,540.0
2019/01/02 15:40:00,PST,446.0
2019/01/02 16:24:00,PST,598.0
2019/01/02 17:08:00,PST,306.0
2019/01/02 17:52:00,PST,356.0
2019/01/02 18:36:00,PST,373.0
2019/01/02 19:20:00,PST,669.0
2019/01/02 20:04:00,PST,1183.0
2019/01/02 20:48:00,PST,341.0
2019/01/02 21:32:00,PST,1182.0
2019/01/02 22:16:00,PST,1288.0
2019/01/02 23:00:00,PST,1331.0
2019/01/02 23:44:00,PST,1331.0
