Time,,cpu_usagePercentCores
2018/10/15 15:20:00,PDT, No Data
2018/10/15 17:30:00,PDT, No Data
2018/10/15 19:40:00,PDT, No Data
2018/10/15 21:50:00,PDT, No Data
2018/10/16 00:00:00,PDT, No Data
2018/10/16 02:10:00,PDT, No Data
2018/10/16 04:20:00,PDT, No Data
2018/10/16 06:30:00,PDT, No Data
2018/10/16 08:40:00,PDT, No Data
2018/10/16 10:50:00,PDT, No Data
2018/10/16 13:00:00,PDT, No Data
2018/10/16 15:10:00,PDT, No Data
2018/10/16 17:20:00,PDT, No Data
2018/10/16 19:30:00,PDT, No Data
2018/10/16 21:40:00,PDT, No Data
2018/10/16 23:50:00,PDT, No Data
2018/10/17 02:00:00,PDT, No Data
2018/10/17 04:10:00,PDT, No Data
2018/10/17 06:20:00,PDT, No Data
2018/10/17 08:30:00,PDT, No Data
2018/10/17 10:40:00,PDT, No Data
2018/10/17 12:50:00,PDT, No Data
2018/10/17 15:00:00,PDT, No Data
2018/10/17 17:10:00,PDT, No Data
2018/10/17 19:20:00,PDT, No Data
2018/10/17 21:30:00,PDT, No Data
2018/10/17 23:40:00,PDT, No Data
2018/10/18 01:50:00,PDT, No Data
2018/10/18 04:00:00,PDT, No Data
2018/10/18 06:10:00,PDT, No Data
2018/10/18 08:20:00,PDT, No Data
2018/10/18 10:30:00,PDT, No Data
2018/10/18 12:40:00,PDT, No Data
2018/10/18 14:50:00,PDT, No Data
2018/10/18 17:00:00,PDT, No Data
2018/10/18 19:10:00,PDT, No Data
2018/10/18 21:20:00,PDT, No Data
2018/10/18 23:30:00,PDT, No Data
2018/10/19 01:40:00,PDT, No Data
2018/10/19 03:50:00,PDT, No Data
2018/10/19 06:00:00,PDT, No Data
2018/10/19 08:10:00,PDT, No Data
2018/10/19 10:20:00,PDT, No Data
2018/10/19 12:30:00,PDT, No Data
2018/10/19 14:40:00,PDT, No Data
2018/10/19 16:50:00,PDT, No Data
2018/10/19 19:00:00,PDT, No Data
2018/10/19 21:10:00,PDT, No Data
2018/10/19 23:20:00,PDT, No Data
2018/10/20 01:30:00,PDT, No Data
2018/10/20 03:40:00,PDT, No Data
2018/10/20 05:50:00,PDT, No Data
2018/10/20 08:00:00,PDT, No Data
2018/10/20 10:10:00,PDT, No Data
2018/10/20 12:20:00,PDT, No Data
2018/10/20 14:30:00,PDT, No Data
2018/10/20 16:40:00,PDT, No Data
2018/10/20 18:50:00,PDT, No Data
2018/10/20 21:00:00,PDT, No Data
2018/10/20 23:10:00,PDT, No Data
2018/10/21 01:20:00,PDT, No Data
2018/10/21 03:30:00,PDT, No Data
2018/10/21 05:40:00,PDT, No Data
2018/10/21 07:50:00,PDT, No Data
2018/10/21 10:00:00,PDT, No Data
2018/10/21 12:10:00,PDT, No Data
2018/10/21 14:20:00,PDT, No Data
2018/10/21 16:30:00,PDT, No Data
2018/10/21 18:40:00,PDT, No Data
2018/10/21 20:50:00,PDT, No Data
2018/10/21 23:00:00,PDT, No Data
2018/10/22 01:10:00,PDT, No Data
2018/10/22 03:20:00,PDT, No Data
2018/10/22 05:30:00,PDT, No Data
2018/10/22 07:40:00,PDT, No Data
2018/10/22 09:50:00,PDT, No Data
2018/10/22 12:00:00,PDT, No Data
2018/10/22 14:10:00,PDT, No Data
2018/10/22 16:20:00,PDT, No Data
2018/10/22 18:30:00,PDT, No Data
2018/10/22 20:40:00,PDT, No Data
2018/10/22 22:50:00,PDT, No Data
2018/10/23 01:00:00,PDT, No Data
2018/10/23 03:10:00,PDT, No Data
2018/10/23 05:20:00,PDT, No Data
2018/10/23 07:30:00,PDT, No Data
2018/10/23 09:40:00,PDT, No Data
2018/10/23 11:50:00,PDT, No Data
2018/10/23 14:00:00,PDT, No Data
2018/10/23 16:10:00,PDT, No Data
2018/10/23 18:20:00,PDT, No Data
2018/10/23 20:30:00,PDT, No Data
2018/10/23 22:40:00,PDT, No Data
2018/10/24 00:50:00,PDT, No Data
2018/10/24 03:00:00,PDT, No Data
2018/10/24 05:10:00,PDT, No Data
2018/10/24 07:20:00,PDT, No Data
2018/10/24 09:30:00,PDT, No Data
2018/10/24 11:40:00,PDT, No Data
2018/10/24 13:50:00,PDT, No Data
2018/10/24 16:00:00,PDT, No Data
2018/10/24 18:10:00,PDT, No Data
2018/10/24 20:20:00,PDT, No Data
2018/10/24 22:30:00,PDT, No Data
2018/10/25 00:40:00,PDT, No Data
2018/10/25 02:50:00,PDT, No Data
2018/10/25 05:00:00,PDT, No Data
2018/10/25 07:10:00,PDT, No Data
2018/10/25 09:20:00,PDT, No Data
2018/10/25 11:30:00,PDT, No Data
2018/10/25 13:40:00,PDT, No Data
2018/10/25 15:50:00,PDT, No Data
2018/10/25 18:00:00,PDT, No Data
2018/10/25 20:10:00,PDT, No Data
2018/10/25 22:20:00,PDT, No Data
2018/10/26 00:30:00,PDT, No Data
2018/10/26 02:40:00,PDT, No Data
2018/10/26 04:50:00,PDT, No Data
2018/10/26 07:00:00,PDT, No Data
2018/10/26 09:10:00,PDT, No Data
2018/10/26 11:20:00,PDT, No Data
2018/10/26 13:30:00,PDT, No Data
2018/10/26 15:40:00,PDT, No Data
2018/10/26 17:50:00,PDT, No Data
2018/10/26 20:00:00,PDT, No Data
2018/10/26 22:10:00,PDT, No Data
2018/10/27 00:20:00,PDT, No Data
2018/10/27 02:30:00,PDT, No Data
2018/10/27 04:40:00,PDT, No Data
2018/10/27 06:50:00,PDT, No Data
2018/10/27 09:00:00,PDT, No Data
2018/10/27 11:10:00,PDT, No Data
2018/10/27 13:20:00,PDT, No Data
2018/10/27 15:30:00,PDT, No Data
2018/10/27 17:40:00,PDT, No Data
2018/10/27 19:50:00,PDT, No Data
2018/10/27 22:00:00,PDT, No Data
2018/10/28 00:10:00,PDT, No Data
2018/10/28 02:20:00,PDT, No Data
2018/10/28 04:30:00,PDT, No Data
2018/10/28 06:40:00,PDT, No Data
2018/10/28 08:50:00,PDT, No Data
2018/10/28 11:00:00,PDT, No Data
2018/10/28 13:10:00,PDT, No Data
2018/10/28 15:20:00,PDT, No Data
2018/10/28 17:30:00,PDT, No Data
2018/10/28 19:40:00,PDT, No Data
2018/10/28 21:50:00,PDT, No Data
2018/10/29 00:00:00,PDT, No Data
2018/10/29 02:10:00,PDT, No Data
2018/10/29 04:20:00,PDT, No Data
2018/10/29 06:30:00,PDT, No Data
2018/10/29 08:40:00,PDT, No Data
2018/10/29 10:50:00,PDT, No Data
2018/10/29 13:00:00,PDT, No Data
2018/10/29 15:10:00,PDT, No Data
2018/10/29 17:20:00,PDT, No Data
2018/10/29 19:30:00,PDT, No Data
2018/10/29 21:40:00,PDT, No Data
2018/10/29 23:50:00,PDT, No Data
2018/10/30 02:00:00,PDT, No Data
2018/10/30 04:10:00,PDT, No Data
2018/10/30 06:20:00,PDT, No Data
2018/10/30 08:30:00,PDT, No Data
2018/10/30 10:40:00,PDT, No Data
2018/10/30 12:50:00,PDT, No Data
2018/10/30 15:00:00,PDT, No Data
2018/10/30 17:10:00,PDT, No Data
2018/10/30 19:20:00,PDT, No Data
2018/10/30 21:30:00,PDT, No Data
2018/10/30 23:40:00,PDT, No Data
2018/10/31 01:50:00,PDT, No Data
2018/10/31 04:00:00,PDT, No Data
2018/10/31 06:10:00,PDT, No Data
2018/10/31 08:20:00,PDT, No Data
2018/10/31 10:30:00,PDT, No Data
2018/10/31 12:40:00,PDT, No Data
2018/10/31 14:50:00,PDT, No Data
2018/10/31 17:00:00,PDT, No Data
2018/10/31 19:10:00,PDT, No Data
2018/10/31 21:20:00,PDT, No Data
2018/10/31 23:30:00,PDT, No Data
2018/11/01 01:40:00,PDT, No Data
2018/11/01 03:50:00,PDT, No Data
2018/11/01 06:00:00,PDT, No Data
2018/11/01 08:10:00,PDT, No Data
2018/11/01 10:20:00,PDT, No Data
2018/11/01 12:30:00,PDT, No Data
2018/11/01 14:40:00,PDT, No Data
2018/11/01 16:50:00,PDT, No Data
2018/11/01 19:00:00,PDT, No Data
2018/11/01 21:10:00,PDT, No Data
2018/11/01 23:20:00,PDT, No Data
2018/11/02 01:30:00,PDT, No Data
2018/11/02 03:40:00,PDT, No Data
2018/11/02 05:50:00,PDT, No Data
2018/11/02 08:00:00,PDT, No Data
2018/11/02 10:10:00,PDT, No Data
2018/11/02 12:20:00,PDT, No Data
2018/11/02 14:30:00,PDT, No Data
2018/11/02 16:40:00,PDT, No Data
2018/11/02 18:50:00,PDT, No Data
2018/11/02 21:00:00,PDT, No Data
2018/11/02 23:10:00,PDT, No Data
2018/11/03 01:20:00,PDT, No Data
2018/11/03 03:30:00,PDT, No Data
2018/11/03 05:40:00,PDT, No Data
2018/11/03 07:50:00,PDT, No Data
2018/11/03 10:00:00,PDT, No Data
2018/11/03 12:10:00,PDT, No Data
2018/11/03 14:20:00,PDT, No Data
2018/11/03 16:30:00,PDT, No Data
2018/11/03 18:40:00,PDT, No Data
2018/11/03 20:50:00,PDT, No Data
2018/11/03 23:00:00,PDT, No Data
2018/11/04 01:10:00,PDT, No Data
2018/11/04 02:20:00,PST, No Data
2018/11/04 04:30:00,PST, No Data
2018/11/04 06:40:00,PST, No Data
2018/11/04 08:50:00,PST, No Data
2018/11/04 11:00:00,PST, No Data
2018/11/04 13:10:00,PST, No Data
2018/11/04 15:20:00,PST, No Data
2018/11/04 17:30:00,PST, No Data
2018/11/04 19:40:00,PST, No Data
2018/11/04 21:50:00,PST, No Data
2018/11/05 00:00:00,PST, No Data
2018/11/05 02:10:00,PST, No Data
2018/11/05 04:20:00,PST, No Data
2018/11/05 06:30:00,PST, No Data
2018/11/05 08:40:00,PST, No Data
2018/11/05 10:50:00,PST, No Data
2018/11/05 13:00:00,PST, No Data
2018/11/05 15:10:00,PST, No Data
2018/11/05 17:20:00,PST, No Data
2018/11/05 19:30:00,PST, No Data
2018/11/05 21:40:00,PST, No Data
2018/11/05 23:50:00,PST, No Data
2018/11/06 02:00:00,PST, No Data
2018/11/06 04:10:00,PST, No Data
2018/11/06 06:20:00,PST, No Data
2018/11/06 08:30:00,PST, No Data
2018/11/06 10:40:00,PST, No Data
2018/11/06 12:50:00,PST, No Data
2018/11/06 15:00:00,PST, No Data
2018/11/06 17:10:00,PST, No Data
2018/11/06 19:20:00,PST, No Data
2018/11/06 21:30:00,PST, No Data
2018/11/06 23:40:00,PST, No Data
2018/11/07 01:50:00,PST, No Data
2018/11/07 04:00:00,PST, No Data
2018/11/07 06:10:00,PST, No Data
2018/11/07 08:20:00,PST, No Data
2018/11/07 10:30:00,PST, No Data
2018/11/07 12:40:00,PST, No Data
2018/11/07 14:50:00,PST, No Data
2018/11/07 17:00:00,PST, No Data
2018/11/07 19:10:00,PST, No Data
2018/11/07 21:20:00,PST, No Data
2018/11/07 23:30:00,PST, No Data
2018/11/08 01:40:00,PST, No Data
2018/11/08 03:50:00,PST, No Data
2018/11/08 06:00:00,PST, No Data
2018/11/08 08:10:00,PST, No Data
2018/11/08 10:20:00,PST, No Data
2018/11/08 12:30:00,PST, No Data
2018/11/08 14:40:00,PST, No Data
2018/11/08 16:50:00,PST, No Data
2018/11/08 19:00:00,PST, No Data
2018/11/08 21:10:00,PST, No Data
2018/11/08 23:20:00,PST, No Data
2018/11/09 01:30:00,PST, No Data
2018/11/09 03:40:00,PST, No Data
2018/11/09 05:50:00,PST, No Data
2018/11/09 08:00:00,PST, No Data
2018/11/09 10:10:00,PST, No Data
2018/11/09 12:20:00,PST, No Data
2018/11/09 14:30:00,PST, No Data
2018/11/09 16:40:00,PST, No Data
2018/11/09 18:50:00,PST, No Data
2018/11/09 21:00:00,PST, No Data
2018/11/09 23:10:00,PST, No Data
2018/11/10 01:20:00,PST, No Data
2018/11/10 03:30:00,PST, No Data
2018/11/10 05:40:00,PST, No Data
2018/11/10 07:50:00,PST, No Data
2018/11/10 10:00:00,PST, No Data
2018/11/10 12:10:00,PST, No Data
2018/11/10 14:20:00,PST, No Data
2018/11/10 16:30:00,PST, No Data
2018/11/10 18:40:00,PST, No Data
2018/11/10 20:50:00,PST, No Data
2018/11/10 23:00:00,PST, No Data
2018/11/11 01:10:00,PST, No Data
2018/11/11 03:20:00,PST, No Data
2018/11/11 05:30:00,PST, No Data
2018/11/11 07:40:00,PST, No Data
2018/11/11 09:50:00,PST, No Data
2018/11/11 12:00:00,PST, No Data
2018/11/11 14:10:00,PST, No Data
2018/11/11 16:20:00,PST, No Data
2018/11/11 18:30:00,PST, No Data
2018/11/11 20:40:00,PST, No Data
2018/11/11 22:50:00,PST, No Data
2018/11/12 01:00:00,PST, No Data
2018/11/12 03:10:00,PST, No Data
2018/11/12 05:20:00,PST, No Data
2018/11/12 07:30:00,PST, No Data
2018/11/12 09:40:00,PST, No Data
2018/11/12 11:50:00,PST, No Data
2018/11/12 14:00:00,PST, No Data
2018/11/12 16:10:00,PST, No Data
2018/11/12 18:20:00,PST, No Data
2018/11/12 20:30:00,PST, No Data
2018/11/12 22:40:00,PST, No Data
2018/11/13 00:50:00,PST, No Data
2018/11/13 03:00:00,PST, No Data
2018/11/13 05:10:00,PST, No Data
2018/11/13 07:20:00,PST, No Data
2018/11/13 09:30:00,PST, No Data
2018/11/13 11:40:00,PST, No Data
2018/11/13 13:50:00,PST, No Data
2018/11/13 16:00:00,PST, No Data
2018/11/13 18:10:00,PST, No Data
2018/11/13 20:20:00,PST, No Data
2018/11/13 22:30:00,PST, No Data
2018/11/14 00:40:00,PST, No Data
2018/11/14 02:50:00,PST, No Data
2018/11/14 05:00:00,PST, No Data
2018/11/14 07:10:00,PST, No Data
2018/11/14 09:20:00,PST, No Data
2018/11/14 11:30:00,PST, No Data
2018/11/14 13:40:00,PST, No Data
2018/11/14 15:50:00,PST, No Data
2018/11/14 18:00:00,PST, No Data
2018/11/14 20:10:00,PST, No Data
2018/11/14 22:20:00,PST, No Data
2018/11/15 00:30:00,PST, No Data
2018/11/15 02:40:00,PST, No Data
2018/11/15 04:50:00,PST, No Data
2018/11/15 07:00:00,PST, No Data
2018/11/15 09:10:00,PST, No Data
2018/11/15 11:20:00,PST, No Data
2018/11/15 13:30:00,PST, No Data
2018/11/15 15:40:00,PST, No Data
2018/11/15 17:50:00,PST, No Data
2018/11/15 20:00:00,PST, No Data
2018/11/15 22:10:00,PST, No Data
2018/11/16 00:20:00,PST, No Data
2018/11/16 02:30:00,PST, No Data
2018/11/16 04:40:00,PST, No Data
2018/11/16 06:50:00,PST, No Data
2018/11/16 09:00:00,PST, No Data
2018/11/16 11:10:00,PST, No Data
2018/11/16 13:20:00,PST, No Data
2018/11/16 15:30:00,PST, No Data
2018/11/16 17:40:00,PST, No Data
2018/11/16 19:50:00,PST, No Data
2018/11/16 22:00:00,PST, No Data
2018/11/17 00:10:00,PST, No Data
2018/11/17 02:20:00,PST, No Data
2018/11/17 04:30:00,PST, No Data
2018/11/17 06:40:00,PST, No Data
2018/11/17 08:50:00,PST, No Data
2018/11/17 11:00:00,PST, No Data
2018/11/17 13:10:00,PST, No Data
2018/11/17 15:20:00,PST, No Data
2018/11/17 17:30:00,PST, No Data
2018/11/17 19:40:00,PST, No Data
2018/11/17 21:50:00,PST, No Data
2018/11/18 00:00:00,PST, No Data
2018/11/18 02:10:00,PST, No Data
2018/11/18 04:20:00,PST, No Data
2018/11/18 06:30:00,PST, No Data
2018/11/18 08:40:00,PST, No Data
2018/11/18 10:50:00,PST, No Data
2018/11/18 13:00:00,PST, No Data
2018/11/18 15:10:00,PST, No Data
2018/11/18 17:20:00,PST, No Data
2018/11/18 19:30:00,PST, No Data
2018/11/18 21:40:00,PST, No Data
2018/11/18 23:50:00,PST, No Data
2018/11/19 02:00:00,PST, No Data
2018/11/19 04:10:00,PST, No Data
2018/11/19 06:20:00,PST, No Data
2018/11/19 08:30:00,PST, No Data
2018/11/19 10:40:00,PST, No Data
2018/11/19 12:50:00,PST, No Data
2018/11/19 15:00:00,PST, No Data
2018/11/19 17:10:00,PST, No Data
2018/11/19 19:20:00,PST, No Data
2018/11/19 21:30:00,PST, No Data
2018/11/19 23:40:00,PST, No Data
2018/11/20 01:50:00,PST, No Data
2018/11/20 04:00:00,PST, No Data
2018/11/20 06:10:00,PST, No Data
2018/11/20 08:20:00,PST, No Data
2018/11/20 10:30:00,PST, No Data
2018/11/20 12:40:00,PST, No Data
2018/11/20 14:50:00,PST, No Data
2018/11/20 17:00:00,PST, No Data
2018/11/20 19:10:00,PST, No Data
2018/11/20 21:20:00,PST, No Data
2018/11/20 23:30:00,PST, No Data
2018/11/21 01:40:00,PST, No Data
2018/11/21 03:50:00,PST, No Data
2018/11/21 06:00:00,PST, No Data
2018/11/21 08:10:00,PST, No Data
2018/11/21 10:20:00,PST, No Data
2018/11/21 12:30:00,PST, No Data
2018/11/21 14:40:00,PST, No Data
2018/11/21 16:50:00,PST, No Data
2018/11/21 19:00:00,PST, No Data
2018/11/21 21:10:00,PST, No Data
2018/11/21 23:20:00,PST, No Data
2018/11/22 01:30:00,PST, No Data
2018/11/22 03:40:00,PST, No Data
2018/11/22 05:50:00,PST, No Data
2018/11/22 08:00:00,PST, No Data
2018/11/22 10:10:00,PST, No Data
2018/11/22 12:20:00,PST, No Data
2018/11/22 14:30:00,PST, No Data
2018/11/22 16:40:00,PST, No Data
2018/11/22 18:50:00,PST, No Data
2018/11/22 21:00:00,PST, No Data
2018/11/22 23:10:00,PST, No Data
2018/11/23 01:20:00,PST, No Data
2018/11/23 03:30:00,PST, No Data
2018/11/23 05:40:00,PST, No Data
2018/11/23 07:50:00,PST, No Data
2018/11/23 10:00:00,PST, No Data
2018/11/23 12:10:00,PST, No Data
2018/11/23 14:20:00,PST, No Data
2018/11/23 16:30:00,PST, No Data
2018/11/23 18:40:00,PST, No Data
2018/11/23 20:50:00,PST, No Data
2018/11/23 23:00:00,PST, No Data
2018/11/24 01:10:00,PST, No Data
2018/11/24 03:20:00,PST, No Data
2018/11/24 05:30:00,PST, No Data
2018/11/24 07:40:00,PST, No Data
2018/11/24 09:50:00,PST, No Data
2018/11/24 12:00:00,PST, No Data
2018/11/24 14:10:00,PST, No Data
2018/11/24 16:20:00,PST, No Data
2018/11/24 18:30:00,PST, No Data
2018/11/24 20:40:00,PST, No Data
2018/11/24 22:50:00,PST, No Data
2018/11/25 01:00:00,PST, No Data
2018/11/25 03:10:00,PST, No Data
2018/11/25 05:20:00,PST, No Data
2018/11/25 07:30:00,PST, No Data
2018/11/25 09:40:00,PST, No Data
2018/11/25 11:50:00,PST, No Data
2018/11/25 14:00:00,PST, No Data
2018/11/25 16:10:00,PST, No Data
2018/11/25 18:20:00,PST, No Data
2018/11/25 20:30:00,PST, No Data
2018/11/25 22:40:00,PST, No Data
2018/11/26 00:50:00,PST, No Data
2018/11/26 03:00:00,PST, No Data
2018/11/26 05:10:00,PST, No Data
2018/11/26 07:20:00,PST, No Data
2018/11/26 09:30:00,PST, No Data
2018/11/26 11:40:00,PST, No Data
2018/11/26 13:50:00,PST, No Data
2018/11/26 16:00:00,PST, No Data
2018/11/26 18:10:00,PST, No Data
2018/11/26 20:20:00,PST, No Data
2018/11/26 22:30:00,PST, No Data
2018/11/27 00:40:00,PST, No Data
2018/11/27 02:50:00,PST, No Data
2018/11/27 05:00:00,PST, No Data
2018/11/27 07:10:00,PST, No Data
2018/11/27 09:20:00,PST, No Data
2018/11/27 11:30:00,PST, No Data
2018/11/27 13:40:00,PST, No Data
2018/11/27 15:50:00,PST, No Data
2018/11/27 18:00:00,PST, No Data
2018/11/27 20:10:00,PST, No Data
2018/11/27 22:20:00,PST, No Data
2018/11/28 00:30:00,PST, No Data
2018/11/28 02:40:00,PST, No Data
2018/11/28 04:50:00,PST, No Data
2018/11/28 07:00:00,PST, No Data
2018/11/28 09:10:00,PST, No Data
2018/11/28 11:20:00,PST, No Data
2018/11/28 13:30:00,PST, No Data
2018/11/28 15:40:00,PST, No Data
2018/11/28 17:50:00,PST, No Data
2018/11/28 20:00:00,PST, No Data
2018/11/28 22:10:00,PST, No Data
2018/11/29 00:20:00,PST, No Data
2018/11/29 02:30:00,PST, No Data
2018/11/29 04:40:00,PST, No Data
2018/11/29 06:50:00,PST, No Data
2018/11/29 09:00:00,PST, No Data
2018/11/29 11:10:00,PST, No Data
2018/11/29 13:20:00,PST, No Data
2018/11/29 15:30:00,PST, No Data
2018/11/29 17:40:00,PST, No Data
2018/11/29 19:50:00,PST, No Data
2018/11/29 22:00:00,PST, No Data
2018/11/30 00:10:00,PST, No Data
2018/11/30 02:20:00,PST, No Data
2018/11/30 04:30:00,PST, No Data
2018/11/30 06:40:00,PST, No Data
2018/11/30 08:50:00,PST, No Data
2018/11/30 11:00:00,PST, No Data
2018/11/30 13:10:00,PST, No Data
2018/11/30 15:20:00,PST, No Data
2018/11/30 17:30:00,PST, No Data
2018/11/30 19:40:00,PST, No Data
2018/11/30 21:50:00,PST, No Data
2018/12/01 00:00:00,PST, No Data
2018/12/01 02:10:00,PST, No Data
2018/12/01 04:20:00,PST, No Data
2018/12/01 06:30:00,PST, No Data
2018/12/01 08:40:00,PST, No Data
2018/12/01 10:50:00,PST, No Data
2018/12/01 13:00:00,PST, No Data
2018/12/01 15:10:00,PST, No Data
2018/12/01 17:20:00,PST, No Data
2018/12/01 19:30:00,PST, No Data
2018/12/01 21:40:00,PST, No Data
2018/12/01 23:50:00,PST, No Data
2018/12/02 02:00:00,PST, No Data
2018/12/02 04:10:00,PST, No Data
2018/12/02 06:20:00,PST, No Data
2018/12/02 08:30:00,PST, No Data
2018/12/02 10:40:00,PST, No Data
2018/12/02 12:50:00,PST, No Data
2018/12/02 15:00:00,PST, No Data
2018/12/02 17:10:00,PST, No Data
2018/12/02 19:20:00,PST, No Data
2018/12/02 21:30:00,PST, No Data
2018/12/02 23:40:00,PST, No Data
2018/12/03 01:50:00,PST, No Data
2018/12/03 04:00:00,PST, No Data
2018/12/03 06:10:00,PST, No Data
2018/12/03 08:20:00,PST, No Data
2018/12/03 10:30:00,PST, No Data
2018/12/03 12:40:00,PST, No Data
2018/12/03 14:50:00,PST, No Data
2018/12/03 17:00:00,PST, No Data
2018/12/03 19:10:00,PST, No Data
2018/12/03 21:20:00,PST, No Data
2018/12/03 23:30:00,PST, No Data
2018/12/04 01:40:00,PST,11.381901174668025
2018/12/04 03:50:00,PST,12.452655870445355
2018/12/04 06:00:00,PST,13.085153846153844
2018/12/04 08:10:00,PST,13.39184615384616
2018/12/04 10:20:00,PST,14.82946153846154
2018/12/04 12:30:00,PST,13.646846153846163
2018/12/04 14:40:00,PST,12.254461538461534
2018/12/04 16:50:00,PST,12.810924269528924
2018/12/04 19:00:00,PST,12.088999999999999
2018/12/04 21:10:00,PST,11.923846153846151
2018/12/04 23:20:00,PST,12.277692307692309
2018/12/05 01:30:00,PST,11.798153846153841
2018/12/05 03:40:00,PST,12.117384615384612
