Time,,cpu_usagePercentCores
2018/12/05 05:50:00,PST,13.642251908396943
2018/12/05 08:00:00,PST,15.452384615384616
2018/12/05 10:10:00,PST,14.466999999999999
2018/12/05 12:20:00,PST,13.288384615384611
2018/12/05 14:30:00,PST,13.334461538461538
2018/12/05 16:40:00,PST,13.200769230769232
2018/12/05 18:50:00,PST,12.936273047563127
2018/12/05 21:00:00,PST,12.40746153846154
2018/12/05 23:10:00,PST,11.948
2018/12/06 01:20:00,PST,11.468615384615386
2018/12/06 03:30:00,PST,11.691000000000004
2018/12/06 05:40:00,PST,12.488846153846156
2018/12/06 07:50:00,PST,20.754923076923077
2018/12/06 10:00:00,PST,14.088999999999999
2018/12/06 12:10:00,PST,14.016692307692306
2018/12/06 14:20:00,PST,14.375076923076922
2018/12/06 16:30:00,PST,12.41853846153846
2018/12/06 18:40:00,PST,12.325769230769229
2018/12/06 20:50:00,PST,12.193000000000008
2018/12/06 23:00:00,PST,12.122307692307688
2018/12/07 01:10:00,PST,12.014153846153844
2018/12/07 03:20:00,PST,12.844153846153844
2018/12/07 05:30:00,PST,21.45561538461539
2018/12/07 07:40:00,PST,19.398153846153846
2018/12/07 09:50:00,PST,13.222692307692297
2018/12/07 12:00:00,PST,14.088384615384616
2018/12/07 14:10:00,PST,12.900307692307695
2018/12/07 16:20:00,PST,13.89869230769231
2018/12/07 18:30:00,PST,12.044461538461537
2018/12/07 20:40:00,PST,12.34515384615385
2018/12/07 22:50:00,PST,11.417153846153843
2018/12/08 01:00:00,PST,11.786076923076921
2018/12/08 03:10:00,PST,12.405846153846149
2018/12/08 05:20:00,PST,12.007230769230766
2018/12/08 07:30:00,PST,11.451846153846146
2018/12/08 09:40:00,PST,13.132153846153843
2018/12/08 11:50:00,PST,11.557769230769232
2018/12/08 14:00:00,PST,11.919007633587787
2018/12/08 16:10:00,PST,12.366538461538465
2018/12/08 18:20:00,PST,12.282150322959493
2018/12/08 20:30:00,PST,11.725923076923076
2018/12/08 22:40:00,PST,11.510458015267176
2018/12/09 00:50:00,PST,11.586461538461537
2018/12/09 03:00:00,PST,11.134615384615387
2018/12/09 05:10:00,PST,12.100152671755719
2018/12/09 07:20:00,PST,12.284461538461539
2018/12/09 09:30:00,PST,11.575923076923084
2018/12/09 11:40:00,PST,12.456000000000005
2018/12/09 13:50:00,PST,17.635852613035816
2018/12/09 16:00:00,PST,12.203846153846149
2018/12/09 18:10:00,PST,11.971519083969469
2018/12/09 20:20:00,PST,12.088153846153848
2018/12/09 22:30:00,PST,12.65115384615385
2018/12/10 00:40:00,PST,12.521230769230772
2018/12/10 02:50:00,PST,11.800449794480324
2018/12/10 05:00:00,PST,13.478846153846154
2018/12/10 07:10:00,PST,23.303538461538466
2018/12/10 09:20:00,PST,16.151307692307693
2018/12/10 11:30:00,PST,14.279846153846151
2018/12/10 13:40:00,PST,13.815230769230764
2018/12/10 15:50:00,PST,13.649076923076922
2018/12/10 18:00:00,PST,12.882538461538456
2018/12/10 20:10:00,PST,11.86930769230769
2018/12/10 22:20:00,PST,12.394999999999996
2018/12/11 00:30:00,PST,11.675846153846155
2018/12/11 02:40:00,PST,12.072692307692305
2018/12/11 04:50:00,PST,13.570307692307686
2018/12/11 07:00:00,PST,17.125032295948326
2018/12/11 09:10:00,PST,13.367461538461537
2018/12/11 11:20:00,PST,12.775461538461535
2018/12/11 13:30:00,PST,14.62401996476806
2018/12/11 15:40:00,PST,12.907769230769231
2018/12/11 17:50:00,PST,12.34027950675279
2018/12/11 20:00:00,PST,11.555202797202794
2018/12/11 22:10:00,PST,11.679461538461542
2018/12/12 00:20:00,PST,11.97423135642983
2018/12/12 02:30:00,PST,11.857538461538464
2018/12/12 04:40:00,PST,13.294699354081034
2018/12/12 06:50:00,PST,13.728230769230763
2018/12/12 09:00:00,PST,14.238076923076921
2018/12/12 11:10:00,PST,14.7186923076923
2018/12/12 13:20:00,PST,14.11869230769231
2018/12/12 15:30:00,PST,12.176846153846153
2018/12/12 17:40:00,PST,11.99915384615385
2018/12/12 19:50:00,PST,11.555999999999994
2018/12/12 22:00:00,PST,11.528298297122731
2018/12/13 00:10:00,PST,11.218153846153843
2018/12/13 02:20:00,PST,11.414307692307686
2018/12/13 04:30:00,PST,12.573267175572516
2018/12/13 06:40:00,PST,13.537781561949496
2018/12/13 08:50:00,PST,13.757798449612407
2018/12/13 11:00:00,PST,15.083153846153841
2018/12/13 13:10:00,PST,12.85130769230769
2018/12/13 15:20:00,PST,13.668153846153842
2018/12/13 17:30:00,PST,11.765220279720287
2018/12/13 19:40:00,PST,12.09778625954198
2018/12/13 21:50:00,PST,12.2209565807327
2018/12/14 00:00:00,PST,11.548000000000002
2018/12/14 02:10:00,PST,11.409230769230778
2018/12/14 04:20:00,PST,12.111692307692312
2018/12/14 06:30:00,PST,12.688307692307687
2018/12/14 08:40:00,PST,13.426358974358976
2018/12/14 10:50:00,PST,13.561083482409064
2018/12/14 13:00:00,PST,13.079461538461542
2018/12/14 15:10:00,PST,11.907384615384611
2018/12/14 17:20:00,PST,13.097769230769234
2018/12/14 19:30:00,PST,11.857153846153853
2018/12/14 21:40:00,PST,11.75753846153846
2018/12/14 23:50:00,PST,11.315000000000001
2018/12/15 02:00:00,PST,11.750076923076925
2018/12/15 04:10:00,PST,11.551846153846157
2018/12/15 06:20:00,PST,12.119615384615383
2018/12/15 08:30:00,PST,12.024283243887893
2018/12/15 10:40:00,PST,11.438461538461537
2018/12/15 12:50:00,PST,12.52115384615385
2018/12/15 15:00:00,PST,12.77453846153846
2018/12/15 17:10:00,PST,12.091847328244272
2018/12/15 19:20:00,PST,11.787538461538464
2018/12/15 21:30:00,PST,12.815999999999994
2018/12/15 23:40:00,PST,11.83615384615385
2018/12/16 01:50:00,PST,11.954538461538466
2018/12/16 04:00:00,PST,12.160230769230768
2018/12/16 06:10:00,PST,12.300461538461533
2018/12/16 08:20:00,PST,11.322307692307687
2018/12/16 10:30:00,PST,11.97130769230769
2018/12/16 12:40:00,PST,11.310846153846152
2018/12/16 14:50:00,PST,11.399692307692307
2018/12/16 17:00:00,PST,11.370846153846156
2018/12/16 19:10:00,PST,12.470307692307689
2018/12/16 21:20:00,PST,11.938461538461532
2018/12/16 23:30:00,PST,11.379384615384616
2018/12/17 01:40:00,PST,11.492307692307692
2018/12/17 03:50:00,PST,11.635384615384613
2018/12/17 06:00:00,PST,13.149083969465647
2018/12/17 08:10:00,PST,13.643349970640047
2018/12/17 10:20:00,PST,13.84553846153846
2018/12/17 12:30:00,PST,13.326384615384619
2018/12/17 14:40:00,PST,12.803461538461535
2018/12/17 16:50:00,PST,11.254538461538461
2018/12/17 19:00:00,PST,12.565923076923085
2018/12/17 21:10:00,PST,12.504615384615384
2018/12/17 23:20:00,PST,12.570384615384613
2018/12/18 01:30:00,PST,12.667846153846149
2018/12/18 03:40:00,PST,12.847230769230768
2018/12/18 05:50:00,PST,14.085697078115688
2018/12/18 08:00:00,PST,13.546141732283463
2018/12/18 10:10:00,PST,14.474461538461538
2018/12/18 12:20:00,PST,13.92208279506753
2018/12/18 14:30:00,PST,12.748538461538464
2018/12/18 16:40:00,PST,12.313384615384619
2018/12/18 18:50:00,PST,12.326923076923077
2018/12/18 21:00:00,PST,11.657036130536135
2018/12/18 23:10:00,PST,11.533759248385206
2018/12/19 01:20:00,PST,11.564525641025643
2018/12/19 03:30:00,PST,12.029384615384618
2018/12/19 05:40:00,PST,24.679692307692314
2018/12/19 07:50:00,PST,19.206153846153853
2018/12/19 10:00:00,PST,14.991076923076923
2018/12/19 12:10:00,PST,14.564846153846153
2018/12/19 14:20:00,PST,12.665000000000004
2018/12/19 16:30:00,PST,13.180923076923083
2018/12/19 18:40:00,PST,11.746461538461546
2018/12/19 20:50:00,PST,12.436312389900179
2018/12/19 23:00:00,PST,12.145692307692304
2018/12/20 01:10:00,PST,11.71223076923077
2018/12/20 03:20:00,PST,12.133387551379913
2018/12/20 05:30:00,PST,13.001307692307703
2018/12/20 07:40:00,PST,15.395692307692311
2018/12/20 09:50:00,PST,14.480410452143278
2018/12/20 12:00:00,PST,13.328076923076928
2018/12/20 14:10:00,PST,13.880307692307692
2018/12/20 16:20:00,PST,12.528769230769234
2018/12/20 18:30:00,PST,11.668307692307689
2018/12/20 20:40:00,PST,11.83692307692307
2018/12/20 22:50:00,PST,11.828230769230768
2018/12/21 01:00:00,PST,12.110076923076923
2018/12/21 03:10:00,PST,11.685384615384605
2018/12/21 05:20:00,PST,12.45395478567234
2018/12/21 07:30:00,PST,13.178769230769223
2018/12/21 09:40:00,PST,13.71023076923077
2018/12/21 11:50:00,PST,13.197936195587356
2018/12/21 14:00:00,PST,13.55438461538462
2018/12/21 16:10:00,PST,11.560153846153844
2018/12/21 18:20:00,PST,11.780615384615386
2018/12/21 20:30:00,PST,11.831461538461538
2018/12/21 22:40:00,PST,11.750000000000004
2018/12/22 00:50:00,PST,11.800230769230774
2018/12/22 03:00:00,PST,12.073692307692305
2018/12/22 05:10:00,PST,11.531846153846152
2018/12/22 07:20:00,PST,11.767846153846156
2018/12/22 09:30:00,PST,11.627461538461542
2018/12/22 11:40:00,PST,11.489153846153844
2018/12/22 13:50:00,PST,11.443692307692308
2018/12/22 16:00:00,PST,11.855942890442892
2018/12/22 18:10:00,PST,12.064732824427479
2018/12/22 20:20:00,PST,11.24076335877863
2018/12/22 22:30:00,PST,11.909461538461537
2018/12/23 00:40:00,PST,11.270075757575759
2018/12/23 02:50:00,PST,11.698153846153845
2018/12/23 05:00:00,PST,11.880507339988254
2018/12/23 07:10:00,PST,12.171145038167936
2018/12/23 09:20:00,PST,11.591461538461528
2018/12/23 11:30:00,PST,11.484540223135646
2018/12/23 13:40:00,PST,11.466615384615386
2018/12/23 15:50:00,PST,11.509775102759832
2018/12/23 18:00:00,PST,11.506461538461538
2018/12/23 20:10:00,PST,11.337772166764534
2018/12/23 22:20:00,PST,11.297846153846153
2018/12/24 00:30:00,PST,11.641075748678807
2018/12/24 02:40:00,PST,12.045524955960078
2018/12/24 04:50:00,PST,11.407913681738101
2018/12/24 07:00:00,PST,13.612794248180366
2018/12/24 09:10:00,PST,11.507361127422195
2018/12/24 11:20:00,PST,11.846923076923076
2018/12/24 13:30:00,PST,11.206108044627127
2018/12/24 15:40:00,PST,11.247461538461534
2018/12/24 17:50:00,PST,11.638189976689974
2018/12/24 20:00:00,PST,10.944449794480331
2018/12/24 22:10:00,PST,11.298300751879703
2018/12/25 00:20:00,PST,11.405219114219111
2018/12/25 02:30:00,PST,11.429411220358588
2018/12/25 04:40:00,PST,11.668532677848463
2018/12/25 06:50:00,PST,11.796882284382287
2018/12/25 09:00:00,PST,11.902083333333334
2018/12/25 11:10:00,PST, No Data
2018/12/25 13:20:00,PST, No Data
2018/12/25 15:30:00,PST, No Data
2018/12/25 17:40:00,PST, No Data
2018/12/25 19:50:00,PST, No Data
2018/12/25 22:00:00,PST, No Data
2018/12/26 00:10:00,PST, No Data
2018/12/26 02:20:00,PST, No Data
2018/12/26 04:30:00,PST, No Data
2018/12/26 06:40:00,PST, No Data
2018/12/26 08:50:00,PST,13.001875000000005
2018/12/26 11:00:00,PST,12.499076923076922
2018/12/26 13:10:00,PST,12.133923076923073
2018/12/26 15:20:00,PST,11.268583088667059
2018/12/26 17:30:00,PST,11.549384615384618
2018/12/26 19:40:00,PST,11.333692307692306
2018/12/26 21:50:00,PST,11.695153846153852
2018/12/27 00:00:00,PST,11.408307692307687
2018/12/27 02:10:00,PST,11.484461538461547
2018/12/27 04:20:00,PST,13.937307692307693
2018/12/27 06:30:00,PST,13.153000000000002
2018/12/27 08:40:00,PST,12.324307692307691
2018/12/27 10:50:00,PST,11.896986494421606
2018/12/27 13:00:00,PST,11.598126834997068
2018/12/27 15:10:00,PST,12.425461538461537
2018/12/27 17:20:00,PST,11.714999999999995
2018/12/27 19:30:00,PST,11.497307692307697
2018/12/27 21:40:00,PST,11.561461538461538
2018/12/27 23:50:00,PST,11.253692307692312
2018/12/28 02:00:00,PST,11.337176159718146
2018/12/28 04:10:00,PST,11.462461538461536
2018/12/28 06:20:00,PST,12.06392307692308
2018/12/28 08:30:00,PST,11.325381092190252
2018/12/28 10:40:00,PST,11.672461538461544
2018/12/28 12:50:00,PST,11.652910745742805
2018/12/28 15:00:00,PST,10.981000000000002
2018/12/28 17:10:00,PST,11.886954198473283
2018/12/28 19:20:00,PST,11.272360540223133
2018/12/28 21:30:00,PST,11.301809747504407
2018/12/28 23:40:00,PST,11.454761597181445
2018/12/29 01:50:00,PST,11.463538461538453
2018/12/29 04:00:00,PST,10.654225484439223
2018/12/29 06:10:00,PST,11.53428948913682
2018/12/29 08:20:00,PST,11.442153846153841
2018/12/29 10:30:00,PST,11.276999999999996
2018/12/29 12:40:00,PST,11.580692307692315
2018/12/29 14:50:00,PST,11.107846153846152
2018/12/29 17:00:00,PST,11.331641808573108
2018/12/29 19:10:00,PST,11.382692307692306
2018/12/29 21:20:00,PST,11.299000000000005
2018/12/29 23:30:00,PST,11.637153846153842
2018/12/30 01:40:00,PST,11.246230769230772
2018/12/30 03:50:00,PST,11.23876923076923
2018/12/30 06:00:00,PST,10.845527891955367
2018/12/30 08:10:00,PST,11.221310673822304
2018/12/30 10:20:00,PST,12.033999999999999
2018/12/30 12:30:00,PST,12.11753846153846
2018/12/30 14:40:00,PST,11.64930769230769
2018/12/30 16:50:00,PST,12.214692307692307
2018/12/30 19:00:00,PST,11.896692307692309
2018/12/30 21:10:00,PST,11.966615384615395
2018/12/30 23:20:00,PST,11.776692307692308
2018/12/31 01:30:00,PST,11.992384615384616
2018/12/31 03:40:00,PST,11.845615384615385
2018/12/31 05:50:00,PST,15.481999999999996
2018/12/31 08:00:00,PST,13.930923076923083
2018/12/31 10:10:00,PST,13.213615384615382
2018/12/31 12:20:00,PST,12.47860465116279
2018/12/31 14:30:00,PST,12.02107692307692
2018/12/31 16:40:00,PST,11.088461538461534
2018/12/31 18:50:00,PST,11.799769230769227
2018/12/31 21:00:00,PST,11.782615384615388
2018/12/31 23:10:00,PST,11.450153846153846
2019/01/01 01:20:00,PST,11.543846153846154
2019/01/01 03:30:00,PST,11.112076923076927
2019/01/01 05:40:00,PST,11.42167175572519
2019/01/01 07:50:00,PST,11.177461538461543
2019/01/01 10:00:00,PST,11.619461538461541
2019/01/01 12:10:00,PST,10.808923076923076
2019/01/01 14:20:00,PST,11.233230769230767
2019/01/01 16:30:00,PST,11.365538461538463
2019/01/01 18:40:00,PST,11.573846153846157
2019/01/01 20:50:00,PST,11.597846153846152
2019/01/01 23:00:00,PST,11.513076923076925
2019/01/02 01:10:00,PST,11.89776923076923
2019/01/02 03:20:00,PST,11.68123076923077
2019/01/02 05:30:00,PST,12.657076923076916
2019/01/02 07:40:00,PST,12.380384615384619
2019/01/02 09:50:00,PST,12.13215384615385
2019/01/02 12:00:00,PST,12.521538461538462
2019/01/02 14:10:00,PST,11.9646923076923
2019/01/02 16:20:00,PST,11.223307692307689
2019/01/02 18:30:00,PST,11.581198473282443
2019/01/02 20:40:00,PST,11.577846153846153
2019/01/02 22:50:00,PST,11.188684210526311
2019/01/03 01:00:00,PST,11.188684210526311
